iter	Passed	Remaining
428	30469	182604
429	30536	182510
430	30610	182456
431	30676	182354
432	30739	182233
433	30804	182127
434	30875	182061
435	30950	182012
436	31019	181928
437	31094	181883
438	31171	181845
439	31242	181775
440	31328	181788
441	31396	181702
442	31477	181687
443	31549	181622
444	31640	181664
445	31722	181656
446	31801	181634
447	31876	181584
448	31949	181522
449	32018	181440
450	32093	181391
451	32163	181308
452	32235	181245
453	32312	181203
454	32380	181118
455	32477	181191
456	32551	181132
457	32623	181066
458	32698	181015
459	32773	180967
460	32855	180952
461	32929	180900
462	33004	180849
463	33085	180827
464	33161	180784
465	33229	180691
466	33303	180637
467	33376	180576
468	33450	180518
469	33528	180482
470	33597	180401
471	33670	180337
472	33741	180265
473	33812	180193
474	33887	180137
475	33957	180057
476	34017	179930
477	34085	179837
478	34159	179783
479	34229	179702
480	34300	179630
481	34365	179528
482	34429	179419
483	34496	179323
484	34560	179218
485	34625	179110
486	34689	179001
487	34752	178890
488	34820	178802
489	34882	178684
490	34949	178593
491	35017	178505
492	35095	178466
493	35158	178354
494	35235	178312
495	35312	178270
496	35378	178173
497	35444	178076
498	35512	177987
499	35581	177909
500	35644	177797
501	35713	177711
502	35777	177608
503	35837	177480
504	35907	177402
505	35976	177321
506	36040	177217
507	36108	177131
508	36181	177068
509	36260	177038
510	36328	176952
511	36393	176847
512	36463	176774
513	36547	176764
514	36624	176722
515	36695	176650
516	36771	176605
517	36839	176517
518	36912	176452
519	36983	176384
520	37057	176327
521	37122	176227
522	37192	176146
523	37255	176038
524	37318	175932
525	37389	175858
526	37466	175816
527	37538	175748
528	37607	175666
529	37673	175570
530	37739	175478
531	37815	175431
532	37892	175384
533	37963	175313
534	38029	175220
535	38106	175174
536	38182	175128
537	38259	175083
538	38337	175044
539	38421	175031
540	38506	175021
541	38574	174939
542	38645	174866
543	38717	174798
544	38785	174711
545	38859	174654
546	38930	174582
547	39009	174547
548	39086	174501
549	39167	174473
550	39236	174393
551	39319	174373
552	39391	174304
553	39458	174214
554	39523	174116
555	39594	174043
556	39656	173934
557	39726	173854
558	39791	173756
559	39861	173683
560	39924	173573
561	39985	173461
562	40052	173372
563	40123	173298
564	40187	173197
565	40252	173100
566	40315	172995
567	40380	172896
568	40448	172811
569	40509	172699
570	40582	172637
571	40643	172520
572	40708	172425
573	40777	172345
574	40845	172260
575	40909	172160
576	40982	172099
577	41046	171998
578	41121	171944
579	41186	171845
580	41258	171778
581	41321	171676
582	41388	171586
583	41458	171511
584	41531	171448
585	41599	171367
586	41667	171285
587	41735	171199
588	41806	171128
589	41874	171048
590	41938	170945
591	42012	170887
592	42082	170811
593	42152	170738
594	42216	170638
595	42279	170536
596	42349	170462
597	42433	170443
598	42519	170431
599	42594	170377
600	42664	170301
601	42740	170250
602	42815	170196
603	42876	170086
604	42959	170063
605	43026	169976
606	43093	169888
607	43164	169818
608	43235	169747
609	43302	169659
610	43367	169565
611	43433	169476
612	43504	169404
613	43588	169385
614	43649	169273
615	43721	169207
616	43788	169122
617	43859	169049
618	43934	168993
619	44011	168948
620	44084	168885
621	44152	168802
622	44218	168709
623	44295	168664
624	44365	168588
625	44446	168555
626	44538	168563
627	44632	168580
628	44696	168483
629	44779	168456
630	44847	168375
631	44925	168330
632	44988	168226
633	45050	168123
634	45117	168035
635	45182	167942
636	45256	167881
637	45339	167854
638	45404	167760
639	45469	167670
640	45538	167589
641	45608	167516
642	45678	167440
643	45755	167391
644	45831	167338
645	45901	167262
646	45964	167164
647	46031	167076
648	46097	166987
649	46160	166888
650	46235	166831
651	46305	166757
652	46381	166704
653	46452	166631
654	46519	166548
655	46587	166463
656	46655	166382
657	46728	166319
658	46807	166277
659	46898	166275
660	46968	166202
661	47038	166127
662	47112	166065
663	47186	166005
664	47251	165914
665	47317	165824
666	47390	165761
667	47454	165664
668	47520	165575
669	47599	165531
670	47665	165442
671	47733	165363
672	47803	165287
673	47872	165211
674	47937	165119
675	48022	165095
676	48088	165008
677	48159	164936
678	48234	164879
679	48304	164803
680	48378	164740
681	48461	164712
682	48528	164628
683	48599	164555
684	48671	164488
685	48746	164429
686	48817	164359
687	48899	164324
688	48966	164241
689	49047	164202
690	49128	164164
691	49200	164095
692	49272	164028
693	49341	163951
694	49409	163869
695	49477	163788
696	49544	163701
697	49624	163662
698	49700	163606
699	49770	163530
700	49838	163451
701	49904	163363
702	49972	163281
703	50040	163199
704	50124	163171
705	50198	163108
706	50268	163035
707	50338	162960
708	50398	162854
709	50460	162751
710	50523	162654
711	50595	162586
712	50658	162492
713	50725	162406
714	50796	162337
715	50868	162267
716	50933	162177
717	51012	162131
718	51074	162032
719	51144	161956
720	51221	161903
721	51292	161834
722	51364	161766
723	51433	161689
724	51502	161610
725	51575	161546
726	51640	161456
727	51707	161374
728	51777	161298
729	51847	161225
730	51918	161154
731	51987	161075
732	52059	161009
733	52127	160926
734	52192	160836
735	52267	160780
736	52335	160698
737	52403	160619
738	52473	160543
739	52542	160467
740	52610	160386
741	52680	160314
742	52747	160229
743	52815	160150
744	52886	160078
745	52954	160000
746	53029	159938
747	53093	159848
748	53155	159751
749	53226	159680
750	53292	159594
751	53356	159501
752	53428	159435
753	53512	159402
754	53580	159323
755	53650	159249
756	53713	159152
757	53782	159077
758	53854	159008
759	53917	158913
760	53984	158831
761	54054	158757
762	54124	158685
763	54187	158589
764	54254	158507
765	54317	158414
766	54378	158314
767	54453	158254
768	54529	158198
769	54603	158136
770	54669	158052
771	54731	157955
772	54805	157894
773	54871	157807
774	54937	157725
775	55008	157653
776	55076	157573
777	55141	157484
778	55206	157399
779	55273	157316
780	55348	157257
781	55412	157167
782	55482	157092
783	55552	157019
784	55616	156930
785	55695	156882
786	55776	156839
787	55840	156751
788	55913	156686
789	55982	156610
790	56050	156530
791	56115	156442
792	56179	156354
793	56247	156273
794	56321	156212
795	56378	156102
796	56449	156032
797	56513	155942
798	56588	155885
799	56651	155791
800	56727	155735
801	56792	155648
802	56868	155592
803	56939	155522
804	57015	155463
805	57082	155383
806	57160	155330
807	57233	155268
808	57311	155216
809	57381	155143
810	57446	155055
811	57516	154983
812	57584	154903
813	57666	154864
814	57735	154787
815	57806	154717
816	57882	154659
817	57963	154615
818	58029	154533
819	58111	154490
820	58190	154441
821	58268	154389
822	58336	154312
823	58407	154241
824	58486	154190
825	58555	154114
826	58624	154040
827	58705	153996
828	58780	153936
829	58856	153877
830	58923	153797
831	58995	153729
832	59077	153687
833	59159	153644
834	59235	153587
835	59302	153505
836	59369	153424
837	59440	153352
838	59503	153261
839	59574	153190
840	59651	153135
841	59719	153058
842	59787	152980
843	59865	152927
844	59937	152857
845	60016	152807
846	60091	152746
847	60161	152673
848	60228	152592
849	60302	152529
850	60372	152456
851	60454	152413
852	60528	152351
853	60601	152284
854	60671	152210
855	60744	152144
856	60817	152079
857	60885	152001
858	60956	151929
859	61023	151850
860	61093	151776
861	61164	151705
862	61236	151637
863	61301	151549
864	61372	151479
865	61439	151399
866	61516	151343
867	61582	151260
868	61651	151184
869	61716	151099
870	61781	151014
871	61854	150947
872	61922	150870
873	61990	150790
874	62058	150714
875	62130	150645
876	62201	150574
877	62276	150514
878	62344	150435
879	62422	150380
880	62484	150288
881	62552	150211
882	62619	150129
883	62685	150048
884	62754	149973
885	62835	149925
886	62912	149869
887	62974	149776
888	63039	149692
889	63112	149625
890	63180	149549
891	63247	149468
892	63319	149399
893	63385	149317
894	63450	149233
895	63527	149177
896	63596	149100
897	63663	149021
898	63740	148964
899	63807	148885
900	63888	148837
901	63958	148764
902	64024	148680
903	64095	148611
904	64169	148547
905	64239	148472
906	64299	148377
907	64366	148299
908	64429	148208
909	64496	148129
910	64563	148049
911	64633	147975
912	64731	147968
913	64803	147898
914	64865	147808
915	64933	147731
916	65001	147653
917	65071	147581
918	65139	147503
919	65207	147424
920	65275	147347
921	65341	147265
922	65419	147211
923	65486	147131
924	65555	147056
925	65621	146976
926	65692	146904
927	65760	146826
928	65824	146740
929	65897	146674
930	65971	146610
931	66041	146537
932	66113	146470
933	66186	146403
934	66260	146339
935	66326	146257
936	66381	146151
937	66449	146076
938	66516	145995
939	66584	145918
940	66646	145828
941	66718	145760
942	66807	145729
943	66870	145640
944	66933	145553
945	67007	145489
946	67078	145418
947	67146	145341
948	67210	145257
949	67280	145184
950	67343	145096
951	67414	145026
952	67476	144935
953	67536	144843
954	67604	144765
955	67671	144687
956	67749	144632
957	67818	144556
958	67886	144480
959	67959	144414
960	68021	144324
961	68088	144245
962	68156	144169
963	68223	144089
964	68294	144020
965	68363	143945
966	68430	143866
967	68498	143789
968	68564	143709
969	68629	143626
970	68700	143555
971	68768	143480
972	68839	143409
973	68906	143331
974	68976	143259
975	69048	143191
976	69114	143110
977	69182	143033
978	69249	142956
979	69317	142879
980	69384	142801
981	69449	142717
982	69519	142645
983	69585	142565
984	69656	142494
985	69724	142419
986	69793	142345
987	69864	142274
988	69936	142205
989	70003	142127
990	70067	142043
991	70130	141957
992	70199	141884
993	70266	141805
994	70336	141733
995	70409	141667
996	70475	141586
997	70545	141515
998	70611	141435
999	70677	141354
1000	70736	141261
1001	70804	141184
1002	70871	141108
1003	70940	141034
1004	71014	140968
1005	71075	140878
1006	71143	140803
1007	71208	140721
1008	71268	140630
1009	71335	140552
1010	71407	140483
1011	71468	140394
1012	71534	140315
1013	71606	140246
1014	71672	140167
1015	71733	140077
1016	71800	140001
1017	71866	139921
1018	71936	139848
1019	72002	139770
1020	72071	139695
1021	72132	139607
1022	72194	139519
1023	72265	139450
1024	72334	139376
1025	72401	139299
1026	72467	139219
1027	72531	139137
1028	72595	139053
1029	72657	138966
1030	72718	138877
1031	72782	138794
1032	72849	138717
1033	72919	138645
1034	73001	138596
1035	73085	138551
1036	73179	138525
1037	73304	138558
1038	73382	138502
1039	73455	138435
1040	73529	138371
1041	73601	138302
1042	73674	138235
1043	73743	138162
1044	73823	138110
1045	73899	138048
1046	73971	137981
1047	74038	137904
1048	74105	137826
1049	74170	137744
1050	74245	137682
1051	74314	137609
1052	74395	137557
1053	74468	137491
1054	74552	137444
1055	74623	137374
1056	74687	137291
1057	74757	137219
1058	74827	137148
1059	74893	137069
1060	74974	137017
1061	75053	136962
1062	75140	136920
1063	75206	136842
1064	75276	136769
1065	75344	136693
1066	75430	136650
1067	75498	136576
1068	75570	136507
1069	75632	136421
1070	75708	136359
1071	75789	136307
1072	75855	136229
1073	75929	136163
1074	75999	136091
1075	76065	136013
1076	76137	135945
1077	76211	135879
1078	76279	135803
1079	76346	135726
1080	76417	135656
1081	76491	135591
1082	76560	135518
1083	76630	135445
1084	76701	135376
1085	76769	135301
1086	76838	135227
1087	76915	135168
1088	76979	135084
1089	77046	135008
1090	77118	134939
1091	77186	134865
1092	77259	134797
1093	77326	134721
1094	77397	134650
1095	77464	134573
1096	77539	134509
1097	77621	134458
1098	77694	134392
1099	77766	134324
1100	77835	134250
1101	77908	134183
1102	77979	134113
1103	78040	134026
1104	78117	133965
1105	78194	133905
1106	78262	133831
1107	78333	133760
1108	78404	133691
1109	78483	133634
1110	78546	133549
1111	78612	133472
1112	78688	133409
1113	78754	133331
1114	78831	133270
1115	78903	133202
1116	78976	133135
1117	79044	133061
1118	79124	133005
1119	79198	132940
1120	79267	132866
1121	79341	132802
1122	79401	132712
1123	79476	132649
1124	79547	132578
1125	79621	132514
1126	79693	132445
1127	79768	132381
1128	79840	132313
1129	79914	132247
1130	79996	132195
1131	80065	132123
1132	80147	132070
1133	80225	132011
1134	80299	131946
1135	80361	131860
1136	80449	131818
1137	80520	131748
1138	80593	131681
1139	80661	131604
1140	80731	131532
1141	80807	131470
1142	80879	131402
1143	80947	131327
1144	81015	131252
1145	81085	131180
1146	81148	131097
1147	81219	131026
1148	81285	130948
1149	81358	130881
1150	81422	130800
1151	81488	130720
1152	81555	130643
1153	81622	130567
1154	81691	130494
1155	81763	130425
1156	81833	130353
1157	81897	130272
1158	81966	130199
1159	82040	130133
1160	82107	130057
1161	82172	129976
1162	82245	129910
1163	82309	129827
1164	82377	129754
1165	82434	129660
1166	82499	129581
1167	82567	129506
1168	82625	129415
1169	82696	129345
1170	82760	129264
1171	82829	129192
1172	82892	129109
1173	82967	129044
1174	83039	128975
1175	83108	128902
1176	83182	128837
1177	83251	128763
1178	83318	128688
1179	83393	128623
1180	83461	128548
1181	83533	128480
1182	83601	128404
1183	83674	128338
1184	83744	128266
1185	83819	128202
1186	83894	128139
1187	83960	128061
1188	84030	127988
1189	84100	127918
1190	84173	127850
1191	84245	127781
1192	84314	127708
1193	84378	127628
1194	84444	127549
1195	84507	127468
1196	84577	127396
1197	84652	127331
1198	84724	127263
1199	84794	127191
1200	84861	127115
1201	84931	127044
1202	85018	126997
1203	85094	126934
1204	85181	126889
1205	85264	126835
1206	85341	126775
1207	85408	126698
1208	85465	126607
1209	85537	126538
1210	85609	126470
1211	85674	126390
1212	85739	126312
1213	85804	126233
1214	85878	126167
1215	85944	126089
1216	86004	126003
1217	86075	125933
1218	86147	125864
1219	86214	125788
1220	86277	125707
1221	86350	125639
1222	86420	125568
1223	86495	125503
1224	86564	125429
1225	86631	125354
1226	86707	125290
1227	86773	125214
1228	86853	125156
1229	86925	125087
1230	86992	125011
1231	87063	124941
1232	87133	124869
1233	87206	124803
1234	87280	124737
1235	87357	124675
1236	87424	124599
1237	87492	124525
1238	87560	124450
1239	87628	124375
1240	87690	124292
1241	87755	124214
1242	87818	124133
1243	87886	124058
1244	87949	123976
1245	88015	123900
1246	88095	123841
1247	88172	123780
1248	88238	123702
1249	88312	123637
1250	88379	123562
1251	88450	123491
1252	88523	123424
1253	88604	123368
1254	88671	123292
1255	88735	123211
1256	88807	123144
1257	88879	123074
1258	88948	123002
1259	89023	122936
1260	89087	122857
1261	89157	122785
1262	89225	122711
1263	89292	122636
1264	89356	122556
1265	89413	122466
1266	89473	122381
1267	89537	122302
1268	89608	122231
1269	89679	122161
1270	89747	122087
1271	89812	122009
1272	89888	121946
1273	89955	121870
1274	90022	121795
1275	90103	121738
1276	90167	121658
1277	90237	121587
1278	90307	121516
1279	90373	121439
1280	90441	121364
1281	90508	121289
1282	90573	121212
1283	90643	121139
1284	90705	121057
1285	90771	120981
1286	90837	120904
1287	90902	120827
1288	90974	120757
1289	91043	120685
1290	91115	120617
1291	91184	120543
1292	91252	120470
1293	91327	120406
1294	91393	120328
1295	91458	120250
1296	91525	120176
1297	91588	120095
1298	91655	120019
1299	91723	119945
1300	91783	119861
1301	91846	119781
1302	91915	119708
1303	91984	119636
1304	92054	119564
1305	92123	119492
1306	92188	119414
1307	92258	119344
1308	92326	119270
1309	92393	119195
1310	92457	119115
1311	92523	119039
1312	92591	118966
1313	92657	118889
1314	92726	118817
1315	92801	118751
1316	92869	118677
1317	92936	118603
1318	93003	118528
1319	93072	118455
1320	93139	118381
1321	93207	118307
1322	93278	118237
1323	93337	118152
1324	93404	118077
1325	93475	118006
1326	93543	117933
1327	93613	117862
1328	93705	117818
1329	93781	117755
1330	93852	117686
1331	93922	117615
1332	93987	117536
1333	94056	117465
1334	94136	117405
1335	94217	117348
1336	94282	117271
1337	94360	117210
1338	94429	117137
1339	94499	117066
1340	94570	116996
1341	94640	116926
1342	94713	116857
1343	94784	116788
1344	94857	116720
1345	94927	116649
1346	94991	116570
1347	95054	116491
1348	95122	116418
1349	95194	116348
1350	95262	116275
1351	95330	116201
1352	95398	116127
1353	95463	116050
1354	95523	115967
1355	95583	115884
1356	95652	115812
1357	95713	115730
1358	95777	115652
1359	95854	115588
1360	95918	115510
1361	95984	115435
1362	96061	115372
1363	96136	115307
1364	96210	115240
1365	96275	115164
1366	96348	115097
1367	96431	115040
1368	96505	114974
1369	96583	114913
1370	96659	114849
1371	96726	114774
1372	96800	114708
1373	96873	114640
1374	96943	114569
1375	97015	114500
1376	97085	114430
1377	97154	114357
1378	97213	114273
1379	97281	114199
1380	97352	114130
1381	97414	114049
1382	97489	113984
1383	97599	113960
1384	97690	113912
1385	97768	113852
1386	97836	113778
1387	97906	113707
1388	97988	113649
1389	98054	113574
1390	98129	113508
1391	98197	113435
1392	98263	113359
1393	98331	113285
1394	98399	113212
1395	98466	113137
1396	98533	113063
1397	98602	112991
1398	98676	112924
1399	98744	112850
1400	98810	112774
1401	98877	112700
1402	98939	112620
1403	99014	112555
1404	99088	112488
1405	99160	112419
1406	99237	112356
1407	99301	112278
1408	99374	112210
1409	99447	112142
1410	99525	112080
1411	99590	112004
1412	99651	111922
1413	99707	111836
1414	99772	111759
1415	99834	111678
1416	99901	111604
1417	99964	111525
1418	100039	111460
1419	100109	111389
1420	100180	111319
1421	100245	111243
1422	100319	111176
1423	100393	111109
1424	100463	111038
1425	100536	110971
1426	100606	110899
1427	100679	110832
1428	100760	110772
1429	100823	110694
1430	100896	110626
1431	100966	110555
1432	101043	110492
1433	101118	110426
1434	101188	110355
1435	101266	110293
1436	101338	110223
1437	101402	110146
1438	101472	110075
1439	101541	110003
1440	101604	109924
1441	101676	109856
1442	101743	109781
1443	101820	109717
1444	101888	109644
1445	101961	109576
1446	102033	109507
1447	102104	109437
1448	102172	109365
1449	102237	109288
1450	102302	109211
1451	102369	109138
1452	102440	109068
1453	102518	109004
1454	102581	108926
1455	102653	108857
1456	102722	108786
1457	102791	108713
1458	102851	108631
1459	102915	108555
1460	102980	108478
1461	103046	108403
1462	103112	108327
1463	103185	108260
1464	103254	108188
1465	103319	108112
1466	103382	108033
1467	103455	107965
1468	103519	107888
1469	103584	107812
1470	103652	107739
1471	103725	107671
1472	103787	107592
1473	103854	107518
1474	103928	107451
1475	103993	107375
1476	104058	107299
1477	104119	107219
1478	104182	107141
1479	104256	107074
1480	104324	107001
1481	104388	106924
1482	104459	106854
1483	104527	106781
1484	104592	106704
1485	104653	106625
1486	104723	106554
1487	104784	106474
1488	104852	106402
1489	104942	106350
1490	105011	106279
1491	105076	106203
1492	105151	106137
1493	105224	106069
1494	105294	105998
1495	105368	105931
1496	105433	105855
1497	105488	105770
1498	105562	105703
1499	105629	105629
1500	105692	105551
1501	105760	105478
1502	105824	105402
1503	105895	105332
1504	105964	105260
1505	106034	105189
1506	106112	105126
1507	106175	105048
1508	106244	104977
1509	106303	104895
1510	106368	104819
1511	106442	104753
1512	106512	104681
1513	106582	104610
1514	106652	104540
1515	106715	104462
1516	106787	104393
1517	106864	104329
1518	106926	104251
1519	106994	104178
1520	107062	104105
1521	107128	104031
1522	107198	103960
1523	107263	103884
1524	107336	103816
1525	107404	103744
1526	107476	103675
1527	107553	103611
1528	107623	103540
1529	107693	103469
1530	107763	103399
1531	107836	103331
1532	107901	103255
1533	107966	103180
1534	108031	103105
1535	108100	103033
1536	108171	102963
1537	108238	102890
1538	108303	102814
1539	108374	102744
1540	108451	102680
1541	108519	102608
1542	108583	102531
1543	108642	102450
1544	108709	102376
1545	108774	102301
1546	108839	102225
1547	108909	102155
1548	108986	102091
1549	109053	102017
1550	109151	101972
1551	109222	101903
1552	109288	101828
1553	109363	101762
1554	109438	101696
1555	109509	101627
1556	109571	101549
1557	109643	101479
1558	109715	101410
1559	109786	101341
1560	109853	101268
1561	109922	101196
1562	109993	101126
1563	110066	101058
1564	110137	100989
1565	110211	100922
1566	110284	100853
1567	110351	100779
1568	110427	100714
1569	110505	100651
1570	110580	100585
1571	110648	100513
1572	110718	100442
1573	110784	100367
1574	110857	100299
1575	110931	100232
1576	111005	100165
1577	111071	100090
1578	111142	100021
1579	111213	99951
1580	111286	99883
1581	111352	99809
1582	111422	99738
1583	111493	99668
1584	111556	99591
1585	111629	99523
1586	111706	99458
1587	111792	99402
1588	111867	99335
1589	111943	99270
1590	112012	99198
1591	112086	99131
1592	112161	99065
1593	112246	99007
1594	112332	98951
1595	112398	98877
1596	112467	98805
1597	112540	98736
1598	112608	98664
1599	112682	98597
1600	112749	98523
1601	112822	98455
1602	112892	98384
1603	112969	98319
1604	113038	98248
1605	113119	98187
1606	113187	98114
1607	113255	98042
1608	113321	97967
1609	113395	97900
1610	113462	97827
1611	113528	97752
1612	113602	97685
1613	113669	97612
1614	113738	97540
1615	113804	97466
1616	113871	97393
1617	113941	97322
1618	114012	97252
1619	114085	97184
1620	114159	97116
1621	114225	97042
1622	114299	96974
1623	114366	96901
1624	114431	96826
1625	114506	96760
1626	114577	96689
1627	114641	96614
1628	114731	96560
1629	114807	96494
1630	114877	96423
1631	114946	96352
1632	115010	96276
1633	115078	96203
1634	115158	96141
1635	115230	96072
1636	115300	96001
1637	115373	95933
1638	115449	95867
1639	115524	95801
1640	115593	95729
1641	115662	95657
1642	115729	95583
1643	115795	95510
1644	115858	95433
1645	115935	95368
1646	116000	95293
1647	116067	95220
1648	116137	95149
1649	116215	95085
1650	116292	95020
1651	116390	94972
1652	116471	94910
1653	116536	94835
1654	116601	94760
1655	116661	94682
1656	116730	94610
1657	116800	94539
1658	116870	94468
1659	116929	94388
1660	117005	94323
1661	117071	94248
1662	117141	94177
1663	117216	94111
1664	117282	94037
