iter	Passed	Remaining
1665	117349	93964
1666	117423	93896
1667	117482	93817
1668	117548	93742
1669	117622	93675
1670	117699	93609
1671	117770	93540
1672	117849	93476
1673	117920	93406
1674	117986	93332
1675	118062	93266
1676	118130	93194
1677	118193	93118
1678	118268	93051
1679	118341	92982
1680	118414	92914
1681	118506	92860
1682	118575	92789
1683	118640	92714
1684	118711	92644
1685	118782	92574
1686	118851	92503
1687	118914	92426
1688	118989	92359
1689	119051	92282
1690	119128	92216
1691	119196	92144
1692	119264	92072
1693	119336	92003
1694	119399	91926
1695	119468	91855
1696	119542	91787
1697	119611	91716
1698	119678	91643
1699	119742	91568
1700	119813	91497
1701	119884	91427
1702	119955	91357
1703	120028	91289
1704	120099	91218
1705	120167	91147
1706	120232	91072
1707	120303	91002
1708	120366	90926
1709	120433	90853
1710	120502	90781
1711	120567	90707
1712	120655	90650
1713	120722	90577
1714	120795	90508
1715	120870	90441
1716	120942	90372
1717	121012	90301
1718	121081	90230
1719	121152	90159
1720	121215	90083
1721	121285	90013
1722	121364	89949
1723	121429	89874
1724	121508	89810
1725	121574	89737
1726	121654	89673
1727	121725	89603
1728	121799	89535
1729	121877	89470
1730	121941	89395
1731	122011	89324
1732	122094	89263
1733	122166	89194
1734	122240	89126
1735	122307	89053
1736	122375	88980
1737	122442	88908
1738	122516	88840
1739	122585	88768
1740	122653	88696
1741	122730	88630
1742	122809	88566
1743	122888	88501
1744	122958	88431
1745	123028	88360
1746	123121	88306
1747	123196	88239
1748	123264	88166
1749	123336	88097
1750	123413	88031
1751	123486	87962
1752	123565	87898
1753	123639	87830
1754	123711	87761
1755	123776	87686
1756	123875	87636
1757	123964	87579
1758	124050	87519
1759	124139	87461
1760	124214	87394
1761	124291	87328
1762	124371	87264
1763	124449	87199
1764	124529	87135
1765	124618	87078
1766	124686	87005
1767	124754	86933
1768	124823	86861
1769	124903	86797
1770	124974	86727
1771	125058	86665
1772	125139	86602
1773	125224	86541
1774	125304	86477
1775	125391	86418
1776	125465	86350
1777	125536	86279
1778	125602	86206
1779	125665	86130
1780	125764	86079
1781	125860	86025
1782	125957	85973
1783	126069	85930
1784	126170	85880
1785	126251	85816
1786	126320	85745
1787	126400	85680
1788	126486	85620
1789	126604	85581
1790	126710	85534
1791	126803	85479
1792	126893	85421
1793	126971	85355
1794	127053	85292
1795	127156	85242
1796	127235	85177
1797	127310	85109
1798	127381	85039
1799	127454	84969
1800	127536	84906
1801	127629	84849
1802	127699	84778
1803	127776	84711
1804	127859	84649
1805	127947	84589
1806	128029	84526
1807	128100	84455
1808	128182	84392
1809	128256	84323
1810	128328	84253
1811	128398	84181
1812	128462	84106
1813	128530	84033
1814	128611	83969
1815	128687	83901
1816	128760	83832
1817	128827	83758
1818	128897	83687
1819	128969	83617
1820	129037	83544
1821	129107	83473
1822	129169	83396
1823	129238	83324
1824	129304	83250
1825	129378	83181
1826	129451	83112
1827	129518	83038
1828	129591	82969
1829	129662	82898
1830	129736	82830
1831	129801	82755
1832	129883	82691
1833	129954	82620
1834	130020	82546
1835	130076	82466
1836	130147	82395
1837	130241	82339
1838	130304	82264
1839	130362	82185
1840	130430	82112
1841	130507	82045
1842	130571	81970
1843	130643	81900
1844	130719	81832
1845	130792	81763
1846	130868	81695
1847	130937	81623
1848	131003	81549
1849	131076	81479
1850	131155	81414
1851	131229	81345
1852	131310	81280
1853	131382	81210
1854	131447	81136
1855	131518	81065
1856	131589	80994
1857	131660	80923
1858	131739	80858
1859	131818	80791
1860	131892	80722
1861	131956	80648
1862	132031	80579
1863	132098	80506
1864	132176	80440
1865	132241	80365
1866	132314	80295
1867	132387	80226
1868	132462	80158
1869	132538	80090
1870	132604	80016
1871	132676	79946
1872	132747	79875
1873	132816	79803
1874	132894	79736
1875	132972	79670
1876	133046	79601
1877	133118	79530
1878	133193	79462
1879	133261	79390
1880	133339	79323
1881	133409	79251
1882	133475	79177
1883	133544	79105
1884	133617	79036
1885	133684	78962
1886	133762	78896
1887	133833	78825
1888	133906	78755
1889	133974	78683
1890	134059	78620
1891	134132	78551
1892	134203	78480
1893	134275	78410
1894	134347	78339
1895	134422	78271
1896	134493	78200
1897	134575	78136
1898	134637	78059
1899	134714	77992
1900	134791	77925
1901	134873	77860
1902	134955	77796
1903	135022	77723
1904	135093	77652
1905	135165	77581
1906	135238	77512
1907	135309	77441
1908	135383	77372
1909	135454	77301
1910	135523	77229
1911	135602	77162
1912	135665	77087
1913	135731	77013
1914	135800	76941
1915	135868	76869
1916	135941	76799
1917	136020	76732
1918	136083	76657
1919	136151	76585
1920	136228	76517
1921	136297	76445
1922	136367	76374
1923	136431	76299
1924	136494	76224
1925	136569	76155
1926	136632	76080
1927	136702	76008
1928	136768	75935
1929	136848	75869
1930	136925	75801
1931	136982	75723
1932	137054	75653
1933	137121	75579
1934	137222	75525
1935	137290	75453
1936	137354	75378
1937	137425	75307
1938	137490	75233
1939	137559	75161
1940	137625	75087
1941	137699	75018
1942	137780	74953
1943	137843	74878
1944	137903	74801
1945	137975	74730
1946	138046	74659
1947	138108	74584
1948	138195	74522
1949	138265	74450
1950	138332	74377
1951	138401	74305
1952	138474	74235
1953	138540	74162
1954	138604	74087
1955	138678	74018
1956	138751	73948
1957	138816	73874
1958	138891	73806
1959	138949	73728
1960	139028	73661
1961	139100	73591
1962	139164	73516
1963	139234	73445
1964	139301	73372
1965	139374	73302
1966	139472	73246
1967	139539	73172
1968	139613	73103
1969	139678	73029
1970	139748	72958
1971	139822	72888
1972	139887	72815
1973	139955	72742
1974	140023	72670
1975	140096	72600
1976	140180	72536
1977	140251	72465
1978	140312	72389
1979	140372	72313
1980	140444	72242
1981	140511	72169
1982	140583	72099
1983	140643	72023
1984	140712	71951
1985	140777	71877
1986	140853	71809
1987	140926	71739
1988	140993	71666
1989	141062	71594
1990	141136	71525
1991	141199	71450
1992	141269	71378
1993	141341	71308
1994	141419	71241
1995	141500	71175
1996	141575	71106
1997	141653	71039
1998	141712	70962
1999	141804	70902
2000	141867	70827
2001	141937	70756
2002	142000	70681
2003	142068	70608
2004	142149	70542
2005	142222	70473
2006	142295	70403
2007	142370	70334
2008	142445	70265
2009	142525	70199
2010	142592	70126
2011	142665	70056
2012	142739	69987
2013	142814	69918
2014	142891	69850
2015	142970	69783
2016	143042	69712
2017	143107	69639
2018	143177	69567
2019	143253	69499
2020	143330	69431
2021	143408	69363
2022	143480	69293
2023	143553	69223
2024	143627	69154
2025	143694	69080
2026	143770	69012
2027	143836	68939
2028	143905	68867
2029	143972	68794
2030	144038	68721
2031	144112	68651
2032	144185	68581
2033	144281	68523
2034	144357	68454
2035	144427	68383
2036	144501	68313
2037	144576	68244
2038	144653	68176
2039	144724	68105
2040	144799	68036
2041	144875	67968
2042	144940	67894
2043	145005	67820
2044	145076	67749
2045	145143	67676
2046	145213	67605
2047	145297	67540
2048	145360	67465
2049	145429	67394
2050	145504	67325
2051	145572	67252
2052	145644	67182
2053	145712	67110
2054	145778	67036
2055	145856	66969
2056	145931	66900
2057	146002	66829
2058	146068	66755
2059	146133	66682
2060	146205	66611
2061	146274	66540
2062	146344	66468
2063	146414	66397
2064	146480	66324
2065	146551	66253
2066	146620	66181
2067	146690	66109
2068	146757	66037
2069	146823	65964
2070	146884	65888
2071	147005	65840
2072	147084	65773
2073	147152	65700
2074	147219	65627
2075	147280	65552
2076	147352	65482
2077	147419	65409
2078	147488	65337
2079	147555	65264
2080	147623	65192
2081	147692	65120
2082	147755	65046
2083	147818	64972
2084	147878	64896
2085	147947	64824
2086	148018	64753
2087	148092	64684
2088	148156	64610
2089	148219	64535
2090	148288	64464
2091	148355	64391
2092	148428	64321
