iter	RMSE
143	0.09527353181
144	0.09440520141
145	0.09355080995
146	0.09271338777
147	0.09192052232
148	0.09116251629
149	0.09040855908
150	0.08968702768
151	0.08897507334
152	0.08827630129
153	0.08758760051
154	0.08693412732
155	0.08628220155
156	0.08564682523
157	0.08502059339
158	0.08440617265
159	0.08384556956
160	0.08328229509
161	0.08271492321
162	0.08217343112
163	0.0816289186
164	0.08112376619
165	0.08061064581
166	0.08014193654
167	0.07966039855
168	0.07921582034
169	0.07877990209
170	0.07835792118
171	0.07794679518
172	0.07756218587
173	0.07715290353
174	0.07675357281
175	0.07635974014
176	0.07598891325
177	0.07563031999
178	0.0752815688
179	0.07492922455
180	0.07459818576
181	0.07427839581
182	0.07395927003
183	0.0736556836
184	0.07334033102
185	0.07304264364
186	0.07274915883
187	0.07248159952
188	0.07219885338
189	0.07193992776
190	0.07168840706
191	0.07143785116
192	0.07119625643
193	0.07095873232
194	0.07072418816
195	0.07050917712
196	0.07027738904
197	0.07006649644
198	0.06986275579
199	0.06966482307
200	0.06946810187
201	0.06928406169
202	0.06908991565
203	0.06891334321
204	0.06874051348
205	0.06856302609
206	0.06839266981
207	0.06821254212
208	0.06805017612
209	0.06790119191
210	0.06776158936
211	0.0676039593
212	0.06745693687
213	0.06732650975
214	0.0671860647
215	0.06705943973
216	0.06691551242
217	0.06677705537
218	0.06665053301
219	0.0665324495
220	0.06641998907
221	0.06630337933
222	0.06620066976
223	0.0660840057
224	0.06598569741
225	0.06588410091
226	0.06578140027
227	0.06568912596
228	0.06560098607
229	0.0655111196
230	0.06541066797
231	0.06530896709
232	0.06522002055
233	0.06514269584
234	0.06506485951
235	0.064986796
236	0.06489788276
237	0.06481035548
238	0.0647394962
239	0.06465968415
240	0.06459310581
241	0.06452995153
242	0.06446671983
243	0.06438639538
244	0.06431863911
245	0.06425969942
246	0.06419736278
247	0.06413012267
248	0.06407168342
249	0.06400605463
250	0.06394769758
251	0.06389790792
252	0.063846019
253	0.0637828218
254	0.06372840521
255	0.06367747259
256	0.06362232678
257	0.06356734304
258	0.06351640119
259	0.06347464512
260	0.06343296196
261	0.0633845459
262	0.06334272396
263	0.06329774008
264	0.06325610786
265	0.0632160561
266	0.06318103666
267	0.06313283401
268	0.06309536197
269	0.06305242717
270	0.06301002485
271	0.06297493495
272	0.06293010529
273	0.06289223252
274	0.06286267189
275	0.0628253008
276	0.06279028143
277	0.06275485074
278	0.06271613395
279	0.06268089457
280	0.062642851
281	0.0626159313
282	0.06258768954
283	0.06256171741
284	0.06253817446
285	0.06251439569
286	0.0624882592
287	0.0624541512
288	0.06242993878
289	0.06240139927
290	0.06237886843
291	0.06235195368
292	0.06232973706
293	0.06229795349
294	0.06226597572
295	0.06223563934
296	0.06220912057
297	0.06218203552
298	0.06216221481
299	0.06213627762
300	0.06210990667
301	0.06209252206
302	0.06207613493
303	0.06205027332
304	0.06203178372
305	0.06200985669
306	0.06198753153
307	0.06196413358
308	0.06194548255
309	0.06192831502
310	0.06190227067
311	0.06188211467
312	0.061865004
313	0.06184951487
314	0.06182778924
315	0.06180994786
316	0.06178965292
317	0.06177182696
318	0.06174971265
319	0.06173352245
320	0.06171790779
321	0.06169666756
322	0.0616818819
323	0.06166568702
324	0.06164830581
325	0.06163170729
326	0.06161732919
327	0.06160564145
328	0.06158960727
329	0.06157658389
330	0.06156375657
331	0.06154864469
332	0.06153417978
333	0.06151599774
334	0.06150255356
335	0.06148789282
336	0.06147493882
337	0.06145748664
338	0.06144592799
339	0.0614323055
340	0.0614194772
341	0.06140583267
342	0.0613962279
343	0.06138273669
344	0.06136873478
345	0.06135358263
346	0.06134156729
347	0.06132482649
348	0.06131173192
349	0.06130176584
350	0.06129073473
351	0.06128260243
352	0.061271749
353	0.06126137594
354	0.06124893209
355	0.06123772717
356	0.06122793918
357	0.06121630174
358	0.06120564026
359	0.0611955602
360	0.06118703909
361	0.06117200322
362	0.06116072469
363	0.06115214306
364	0.06114439709
365	0.06113472053
366	0.06112099773
367	0.06111123804
368	0.06109543743
369	0.06108617481
370	0.06107582881
371	0.06106120161
372	0.06104992377
373	0.06103728715
374	0.0610263995
375	0.06101684622
376	0.06100717471
377	0.06099915218
378	0.06099040945
379	0.0609778526
380	0.06096919712
381	0.06096250676
382	0.06095375574
383	0.06094418575
384	0.06093538625
385	0.0609285412
386	0.0609187293
387	0.06091127632
388	0.06090253358
389	0.06089446621
390	0.06088889578
391	0.06087614131
392	0.06086642628
393	0.0608560038
394	0.06084377954
395	0.06083261227
396	0.06082478303
397	0.06081297282
398	0.06080581768
399	0.06079808162
400	0.06078962993
401	0.06078375621
402	0.0607767789
403	0.06076615031
404	0.0607597116
405	0.06074726325
406	0.06074003218
407	0.06072911086
408	0.06071817665
409	0.06071084752
410	0.06070202976
411	0.0606955384
412	0.06069008768
413	0.06068228405
414	0.06067377601
415	0.06066425509
416	0.06065778584
417	0.06065044061
418	0.06064401314
419	0.06063665952
420	0.0606305544
421	0.06062127156
422	0.06060690713
423	0.06059801718
424	0.06059229858
425	0.06058333309
426	0.06057897998
427	0.06057176629
428	0.06056263284
429	0.06055565719
430	0.0605468114
431	0.06053965282
432	0.0605340002
433	0.06052893475
434	0.06052009098
435	0.06051137398
436	0.06049836259
437	0.06049115066
438	0.06048416789
439	0.06047711015
440	0.06046828957
441	0.06046263056
442	0.06045458592
443	0.06044952535
444	0.06043772509
445	0.06042727318
446	0.06041712627
447	0.06041323601
448	0.06040593393
449	0.06040201188
450	0.06039398092
451	0.06038882324
452	0.06038082529
453	0.0603723189
454	0.06036581634
455	0.06035819231
456	0.06035054085
457	0.06034438947
458	0.06033959112
459	0.06033475253
460	0.0603271754
461	0.06032112815
462	0.06031241788
463	0.06030420493
464	0.0602942801
465	0.06028783458
466	0.06028010686
467	0.06027348276
468	0.0602661921
469	0.06025649256
470	0.06025010202
471	0.0602426516
472	0.06023738114
473	0.06023004627
474	0.06022387454
475	0.0602173976
476	0.06021271275
477	0.06020751771
478	0.06019998668
479	0.0601925481
480	0.0601860627
481	0.06017939139
482	0.06017482228
483	0.06017093149
484	0.06016491471
485	0.06015994849
486	0.06015444643
487	0.06015116949
488	0.06014580485
489	0.06014080692
490	0.06013466828
491	0.06012920753
492	0.06012103346
493	0.06011694846
494	0.06010904584
495	0.06010322926
496	0.06009985284
497	0.06009508642
498	0.0600906127
499	0.06008251295
500	0.06007969229
501	0.06007476675
502	0.06007079205
503	0.06006754331
504	0.06006107263
505	0.06005392172
506	0.06005001486
507	0.06004304494
508	0.06003746881
509	0.0600314858
510	0.06002598763
511	0.06002150554
512	0.06001644372
513	0.06001449215
514	0.06000930636
515	0.06000470055
516	0.05999884875
517	0.05999314781
518	0.05998716429
519	0.05998168183
520	0.05997533797
521	0.05997094063
522	0.05996635822
523	0.05996260024
524	0.05995841489
525	0.05995335384
526	0.05994882235
527	0.05994318412
528	0.05993899748
529	0.05993339866
530	0.05992741399
531	0.05992102364
532	0.05991303139
533	0.05990798589
534	0.05990331449
535	0.0598966001
536	0.05988963812
537	0.05988516346
538	0.05987816391
539	0.05987236382
540	0.05986816281
541	0.05986304855
542	0.05985770807
543	0.05984926484
544	0.05984449437
545	0.05983689367
546	0.05983272959
547	0.05982637293
548	0.05982278245
549	0.05981673756
550	0.05981272218
551	0.0598083706
552	0.05980311237
553	0.05979891875
554	0.05979514747
555	0.05978906818
556	0.05978567634
557	0.05978143628
558	0.05977724422
559	0.05977005331
560	0.05976618353
561	0.05976181899
562	0.05975709472
563	0.05975391589
564	0.05974928185
565	0.05974446768
566	0.05973973542
567	0.05973634174
568	0.05973131293
569	0.05972615501
570	0.05972021359
571	0.05971527991
572	0.0597090559
573	0.05970379394
574	0.05969805883
575	0.05969373247
576	0.05968813078
577	0.05968254642
578	0.05967836358
579	0.059675238
580	0.05967007396
581	0.05966589881
582	0.05966082425
583	0.05965336839
584	0.05964978148
585	0.05964497088
586	0.05964116621
587	0.05963828131
588	0.05963386329
589	0.05963027559
590	0.05962693088
591	0.05962313184
592	0.05961818968
593	0.05961388096
594	0.05960947063
595	0.05960463778
596	0.05960025312
597	0.05959495006
598	0.05958874347
599	0.05958494454
600	0.05958016005
601	0.05957622234
602	0.05957074681
603	0.05956826051
604	0.05956378296
605	0.05956054433
606	0.05955694934
607	0.05955359676
608	0.05955031008
609	0.05954595948
610	0.05954128207
611	0.05953749116
612	0.05953169
613	0.05952693006
614	0.05952315784
615	0.05951917668
616	0.05951629587
617	0.05951179172
618	0.05950628076
619	0.05950292056
620	0.0594988803
621	0.05949514588
622	0.05949296373
623	0.05948749864
624	0.05948422224
625	0.05947979832
626	0.05947641924
627	0.05947193735
628	0.05946864073
629	0.05946339184
630	0.05945983365
631	0.05945403969
632	0.05944984928
633	0.05944660139
634	0.05944183591
635	0.05943958731
636	0.05943511968
637	0.05942984981
638	0.05942610132
639	0.05942249686
640	0.05941897478
641	0.05941338755
642	0.05940849673
643	0.05940503771
644	0.05940105701
645	0.05939688796
646	0.05939444326
647	0.05939134698
648	0.05938681244
649	0.05938349635
650	0.0593808063
651	0.05937607422
652	0.05937215316
653	0.05936648529
654	0.05936225632
655	0.05935877641
656	0.05935431058
657	0.05934829668
658	0.05934218404
659	0.05933892752
660	0.05933470497
661	0.05933116804
662	0.05932661503
663	0.05932259703
664	0.05931931682
665	0.05931662585
666	0.05931215619
667	0.05930901938
668	0.0593057765
669	0.05930118361
670	0.05929742467
671	0.05929471674
672	0.05929179732
673	0.05928849712
674	0.05928498754
675	0.05928173367
676	0.05927805468
677	0.05927393625
678	0.05926979951
679	0.0592662517
680	0.05926190911
681	0.05925805017
682	0.05925337963
683	0.05924938972
684	0.05924614659
685	0.05924234984
686	0.05923867783
687	0.05923494629
688	0.05923124576
689	0.05922770783
690	0.05922384627
691	0.05921994147
692	0.05921577104
693	0.05921196254
694	0.05920783539
695	0.05920366152
696	0.05920067477
697	0.05919547873
698	0.0591904347
699	0.0591870054
700	0.05918312814
701	0.05918018451
702	0.05917624173
703	0.05917307951
704	0.05917037029
705	0.05916733722
706	0.05916428246
707	0.0591604708
708	0.05915813833
709	0.05915531419
710	0.05915343587
711	0.05914910318
712	0.05914621059
713	0.05914197871
714	0.05913847111
715	0.05913476361
716	0.05913282002
717	0.05912870732
718	0.05912698486
719	0.05912344409
720	0.05912022377
721	0.05911779775
722	0.0591143007
723	0.05911107156
724	0.05910639769
725	0.05910265417
726	0.05909987729
727	0.05909765519
728	0.05909511291
729	0.05909183012
730	0.05908890238
731	0.05908596323
732	0.0590833357
733	0.05907924405
734	0.059074651
735	0.05907059548
736	0.05906712323
737	0.05906325375
738	0.05905950795
739	0.05905654717
740	0.05905355914
741	0.05905064466
742	0.05904782508
743	0.05904491809
744	0.05904187774
745	0.05903946162
746	0.05903610572
747	0.05903253622
748	0.05903089921
749	0.05902843709
750	0.05902515441
751	0.05902143431
752	0.05901713954
753	0.0590132428
754	0.05900981322
755	0.05900681672
756	0.05900451403
757	0.05900177598
758	0.0589977472
759	0.05899530504
760	0.05899214715
761	0.05898852832
762	0.05898610267
763	0.05898366768
764	0.05898071144
765	0.05897843434
766	0.05897641694
767	0.05897269684
768	0.05896931109
769	0.05896530606
770	0.05896210388
771	0.05895847263
772	0.05895427071
773	0.05895158329
774	0.05894824977
775	0.05894499277
776	0.05894205092
777	0.05893940353
778	0.05893688789
779	0.05893281743
780	0.05892922996
781	0.05892584922
782	0.05892323517
783	0.05891972316
784	0.05891658973
785	0.05891370949
786	0.05891100564
787	0.05890860336
788	0.05890402767
789	0.05890098071
790	0.0588977582
791	0.05889483656
792	0.05889219814
793	0.0588892068
794	0.05888682451
795	0.05888571163
796	0.0588832878
797	0.05887975901
798	0.05887581766
799	0.05887241787
800	0.05886965633
801	0.05886668837
802	0.05886288707
803	0.05885903529
804	0.05885611307
805	0.0588533124
806	0.05885044619
807	0.05884823334
808	0.0588440254
809	0.05884077429
810	0.05883760946
811	0.0588352352
812	0.05883193636
813	0.05882872571
814	0.05882583812
815	0.05882303207
816	0.05882037715
817	0.05881714101
818	0.05881391504
819	0.0588113522
820	0.05880733965
821	0.05880477335
822	0.05880191567
823	0.05879921166
824	0.05879523423
825	0.05879210314
826	0.0587895012
827	0.05878691153
828	0.0587839404
829	0.05877975609
830	0.05877661576
831	0.05877271486
832	0.05877071962
833	0.05876670379
834	0.05876360649
835	0.05876013334
836	0.05875760383
837	0.05875463768
838	0.05875192073
839	0.05874831488
840	0.05874593018
841	0.05874306954
842	0.05873985964
843	0.05873602215
844	0.05873320815
845	0.0587300474
846	0.05872784477
847	0.05872494757
848	0.05872204236
849	0.05871908339
850	0.0587168216
851	0.05871473282
852	0.05871274632
853	0.05870991677
854	0.0587063866
855	0.05870353394
856	0.05870095778
857	0.05869875058
858	0.0586965772
859	0.05869403312
860	0.05869119804
861	0.05868864002
862	0.05868524375
863	0.05868166976
864	0.05867867755
865	0.05867590766
866	0.0586735951
867	0.05867124924
868	0.05866848303
869	0.0586667324
870	0.05866490799
871	0.0586623575
872	0.05865952371
873	0.05865698022
874	0.058654383
875	0.05865172604
876	0.05864921218
877	0.05864773777
878	0.05864550482
879	0.05864276476
880	0.05864041886
881	0.05863768517
882	0.05863542633
883	0.05863374793
884	0.05863126072
885	0.05862970103
886	0.05862763902
887	0.05862406806
888	0.05862162778
889	0.05861810503
890	0.05861545728
891	0.0586126614
892	0.05861006781
893	0.05860789452
894	0.05860557126
895	0.05860247109
896	0.05859973355
897	0.05859634645
898	0.05859297521
899	0.05859113066
900	0.05858843488
901	0.05858544335
902	0.05858333539
903	0.05857973173
904	0.05857666942
905	0.05857339837
906	0.05857168491
907	0.05856961283
908	0.058566231
909	0.05856305005
910	0.05856068336
911	0.05855844411
912	0.05855584473
913	0.05855411075
914	0.05855218757
915	0.05854962709
916	0.05854719874
917	0.05854484893
918	0.05854223754
919	0.05853979688
920	0.05853762711
921	0.05853564014
922	0.05853306326
923	0.05853053936
924	0.05852788751
925	0.05852421219
926	0.05852215769
927	0.05851969113
928	0.05851737764
929	0.05851453071
930	0.05851235849
931	0.05851045912
932	0.05850816616
933	0.05850566649
934	0.05850258974
935	0.058499019
936	0.05849734304
937	0.05849563849
938	0.05849217617
939	0.05848971742
940	0.05848783957
941	0.05848557746
942	0.05848339151
943	0.05848100503
944	0.05847868313
945	0.05847570636
946	0.05847238505
947	0.05846921494
948	0.05846734901
949	0.05846535097
950	0.05846206737
951	0.05845934034
952	0.0584566786
953	0.05845442202
954	0.05845277026
955	0.05845046131
956	0.0584479765
957	0.05844571607
958	0.05844334949
959	0.05844105306
960	0.05843946788
961	0.05843742258
962	0.05843498263
963	0.05843359911
964	0.05843076161
965	0.05842851981
966	0.05842639094
967	0.05842432699
968	0.05842224341
969	0.05841967872
970	0.05841634277
971	0.05841473261
972	0.05841253424
973	0.05841001713
974	0.05840736901
975	0.05840534814
976	0.05840365878
977	0.05840085201
978	0.05839865193
979	0.05839694561
980	0.05839455262
981	0.05839271517
982	0.0583901836
983	0.05838784846
984	0.05838534989
985	0.05838309978
986	0.05838075196
987	0.0583788602
988	0.05837674606
989	0.05837498269
990	0.0583726775
991	0.05837051337
992	0.05836821258
993	0.05836546714
994	0.05836363849
995	0.05836121754
996	0.05835956104
997	0.05835739876
998	0.0583555118
999	0.05835364923
1000	0.05835134655
1001	0.05834991115
1002	0.05834818306
1003	0.05834668428
1004	0.05834489373
1005	0.05834188234
1006	0.05833887273
1007	0.05833682411
1008	0.05833404941
1009	0.05833192221
1010	0.05832985452
1011	0.05832825978
1012	0.05832590671
1013	0.05832353912
1014	0.05832170816
1015	0.05831963463
1016	0.05831749731
1017	0.05831580687
1018	0.05831347754
1019	0.05831160834
1020	0.05830968297
1021	0.05830701937
1022	0.05830539059
1023	0.05830258292
1024	0.0583002604
1025	0.05829846106
1026	0.05829698525
1027	0.05829489667
1028	0.0582922865
1029	0.05829093708
1030	0.05828910781
1031	0.05828728756
1032	0.05828495975
1033	0.05828287412
1034	0.05828139176
1035	0.05827936749
1036	0.05827797576
1037	0.05827628429
1038	0.05827446581
1039	0.05827181819
1040	0.05826978664
1041	0.05826757219
1042	0.05826549991
1043	0.05826343072
1044	0.05826113857
1045	0.05825871407
1046	0.05825711032
1047	0.05825541831
1048	0.05825322843
1049	0.05825108394
1050	0.05824901387
1051	0.05824764823
1052	0.05824520679
1053	0.05824343562
1054	0.05824076124
1055	0.05823882524
1056	0.05823704991
1057	0.05823554345
1058	0.05823339388
1059	0.05823052631
1060	0.05822902373
1061	0.0582269085
1062	0.05822557182
1063	0.05822359757
1064	0.05822222987
1065	0.05822026365
1066	0.05821818128
1067	0.05821666555
1068	0.0582147014
1069	0.0582132751
1070	0.05821169339
1071	0.05820953465
1072	0.05820767294
1073	0.05820639376
1074	0.0582049869
1075	0.05820320253
1076	0.05820045421
1077	0.05819883399
1078	0.05819734403
1079	0.05819560929
1080	0.05819356314
1081	0.0581920375
1082	0.05819067955
1083	0.05818918166
1084	0.05818696716
1085	0.05818564098
1086	0.05818401034
1087	0.05818180255
1088	0.0581799319
1089	0.05817802657
1090	0.05817648214
1091	0.05817481324
1092	0.05817337849
1093	0.05817164049
1094	0.0581692611
1095	0.0581675966
1096	0.05816545045
1097	0.05816344506
1098	0.05816204026
1099	0.0581599921
1100	0.05815811797
1101	0.05815606054
1102	0.05815476133
1103	0.05815327323
1104	0.05815123055
1105	0.05814932545
1106	0.05814850969
1107	0.05814674525
1108	0.05814460961
1109	0.0581415263
1110	0.05814025105
1111	0.05813864208
1112	0.05813610834
1113	0.05813448922
1114	0.05813260489
1115	0.05813123441
1116	0.05812928679
1117	0.05812737394
1118	0.05812553734
1119	0.05812378342
1120	0.05812251394
1121	0.05812042327
1122	0.05811849791
1123	0.05811659502
1124	0.05811505487
1125	0.05811309425
1126	0.05811123524
1127	0.05810930411
1128	0.05810743315
1129	0.05810533652
1130	0.05810329367
1131	0.05810124205
1132	0.05809968791
1133	0.05809792082
1134	0.05809627933
1135	0.05809475007
1136	0.05809278284
1137	0.05809159888
1138	0.05808979286
1139	0.05808867629
1140	0.05808682518
1141	0.05808450996
1142	0.05808289291
1143	0.05808155283
1144	0.05808007712
1145	0.05807847053
1146	0.05807739874
1147	0.05807562609
1148	0.05807416315
1149	0.05807238956
1150	0.0580707051
1151	0.05806898163
1152	0.05806779365
1153	0.05806572024
1154	0.05806393502
1155	0.05806255269
1156	0.05806065924
1157	0.05805933268
1158	0.05805704186
1159	0.05805473312
1160	0.05805310956
1161	0.05805182482
1162	0.05804939277
1163	0.05804794024
1164	0.05804637634
1165	0.05804461772
1166	0.05804242568
1167	0.05804056871
1168	0.05803876051
1169	0.05803719248
1170	0.05803566306
1171	0.05803430186
1172	0.05803243187
1173	0.0580302308
1174	0.05802889097
1175	0.05802782995
1176	0.05802647793
1177	0.05802515621
1178	0.05802402947
1179	0.05802221046
1180	0.05802095575
1181	0.05801973301
1182	0.05801790193
1183	0.05801642597
1184	0.05801350723
1185	0.05801181768
1186	0.05801012293
1187	0.05800896908
1188	0.05800787232
1189	0.05800603847
1190	0.05800505371
1191	0.0580033254
1192	0.05800130874
1193	0.05799991487
1194	0.05799822628
1195	0.05799632024
1196	0.05799388011
1197	0.05799226416
1198	0.05799029627
1199	0.05798800343
1200	0.05798651525
1201	0.0579844029
1202	0.05798166235
1203	0.05798025425
1204	0.05797810558
1205	0.05797644324
1206	0.05797467946
1207	0.05797312197
1208	0.05797134998
1209	0.05796989484
1210	0.05796803439
1211	0.05796665047
1212	0.05796547036
1213	0.05796369536
1214	0.05796179464
1215	0.05796024701
1216	0.05795830056
1217	0.05795663975
1218	0.05795542755
1219	0.05795408094
1220	0.05795224098
1221	0.05795015706
1222	0.05794840772
1223	0.05794684574
1224	0.05794561163
1225	0.05794447221
1226	0.05794333063
1227	0.05794162738
1228	0.05793902748
1229	0.05793747911
1230	0.05793632183
1231	0.05793486623
1232	0.05793244819
1233	0.05793017063
1234	0.05792876342
1235	0.05792717444
1236	0.05792497814
1237	0.05792376581
1238	0.05792271983
1239	0.05792069478
1240	0.05791972932
1241	0.05791758923
1242	0.05791558259
1243	0.0579145989
1244	0.05791314739
1245	0.05791180491
1246	0.05790947703
1247	0.05790813498
1248	0.05790612654
1249	0.05790467503
1250	0.05790340728
1251	0.05790207597
1252	0.05790110822
1253	0.05789907584
1254	0.05789740985
1255	0.05789555464
1256	0.0578941586
1257	0.05789242868
1258	0.05789025411
1259	0.05788872155
1260	0.05788725574
1261	0.05788592675
1262	0.05788459661
1263	0.05788255715
1264	0.05788075996
1265	0.05787928652
1266	0.05787747198
1267	0.05787448515
1268	0.057872936
1269	0.05787156722
1270	0.05787005893
1271	0.05786912523
1272	0.05786759472
1273	0.0578663449
1274	0.05786492899
1275	0.05786293889
1276	0.05786207804
1277	0.05785998014
1278	0.05785842534
1279	0.05785730701
1280	0.05785570746
1281	0.05785411653
1282	0.05785317537
1283	0.05785115072
1284	0.05784988042
1285	0.0578485818
1286	0.05784721626
1287	0.05784597971
1288	0.05784407553
1289	0.05784277468
1290	0.05784152373
1291	0.05784018872
1292	0.05783912588
1293	0.05783765479
1294	0.05783561437
1295	0.05783448525
1296	0.05783279619
1297	0.05783101581
1298	0.0578297331
1299	0.05782766157
1300	0.05782580688
1301	0.05782333866
1302	0.05782215435
1303	0.05782012843
1304	0.05781840641
1305	0.05781671265
1306	0.05781557316
1307	0.05781384528
1308	0.05781294729
1309	0.05781152356
1310	0.05780941662
1311	0.05780786648
1312	0.05780576541
1313	0.0578039069
1314	0.05780281887
1315	0.05780129183
1316	0.05779950728
1317	0.05779839635
1318	0.05779670727
1319	0.05779521765
1320	0.05779384917
1321	0.05779219365
1322	0.05779119638
1323	0.05778863532
1324	0.0577873388
1325	0.05778598394
1326	0.05778494383
1327	0.05778251002
1328	0.05778122506
1329	0.05777976886
1330	0.05777851695
1331	0.05777704923
1332	0.05777504041
1333	0.0577729384
1334	0.05777106531
1335	0.05776883669
1336	0.05776685471
1337	0.05776505987
1338	0.05776374646
1339	0.05776259422
1340	0.05776119754
1341	0.05775998162
1342	0.05775745091
1343	0.05775577398
1344	0.05775400739
1345	0.05775255641
1346	0.05775036746
1347	0.05774810448
1348	0.05774639472
1349	0.05774459549
1350	0.05774332333
1351	0.05774224917
1352	0.05774049188
1353	0.05773870637
1354	0.05773779231
1355	0.0577367727
1356	0.05773538336
1357	0.05773385954
1358	0.05773169395
1359	0.05772989164
1360	0.05772890144
1361	0.05772803312
1362	0.05772591126
1363	0.05772472472
1364	0.05772293485
1365	0.05772147378
1366	0.05771943083
1367	0.05771848564
1368	0.0577164984
1369	0.05771514006
1370	0.057713861
1371	0.05771179787
1372	0.05771085734
1373	0.05770990278
1374	0.05770904713
1375	0.05770747734
1376	0.05770628786
1377	0.05770456082
1378	0.05770397562
1379	0.05770268321
1380	0.05770184334
1381	0.05769992401
1382	0.05769854508
1383	0.05769700348
1384	0.05769578822
1385	0.05769453414
1386	0.05769390943
1387	0.05769281127
1388	0.05769114413
1389	0.05768942859
1390	0.05768799831
1391	0.05768625044
1392	0.05768499128
1393	0.05768354497
1394	0.05768214514
1395	0.05768108519
1396	0.05767884601
1397	0.05767747449
1398	0.05767600436
1399	0.05767454711
1400	0.05767304292
1401	0.05767200357
1402	0.05767046338
1403	0.05766924369
1404	0.05766839399
1405	0.05766691196
1406	0.05766526115
1407	0.05766358893
1408	0.05766238287
1409	0.05766148531
1410	0.05766028462
1411	0.05765857886
1412	0.05765643753
1413	0.05765465178
1414	0.05765323351
1415	0.05765140229
1416	0.05765009961
1417	0.05764831511
1418	0.05764703752
1419	0.05764612775
1420	0.05764471015
1421	0.05764306358
1422	0.05764186617
1423	0.05764056335
1424	0.05763878248
1425	0.05763726661
1426	0.05763565668
1427	0.05763465095
1428	0.05763374208
1429	0.05763254218
1430	0.05763106411
1431	0.05762951868
1432	0.05762767573
1433	0.05762598725
1434	0.05762405123
1435	0.05762268783
1436	0.05762140159
1437	0.0576205806
1438	0.05761937979
1439	0.05761768904
1440	0.05761571404
1441	0.05761436058
1442	0.05761347727
1443	0.05761244395
1444	0.05761060333
1445	0.05760949824
1446	0.05760841414
1447	0.05760745086
1448	0.05760582452
1449	0.05760449507
1450	0.05760356896
1451	0.05760268369
1452	0.05759916973
1453	0.05759754495
1454	0.05759620985
1455	0.05759493716
1456	0.05759308136
1457	0.05759233151
1458	0.05759075887
1459	0.05758935025
1460	0.05758826797
1461	0.05758721479
1462	0.05758547377
1463	0.05758451922
1464	0.05758337739
1465	0.05758257027
1466	0.05758145493
1467	0.05758004489
1468	0.05757886912
1469	0.05757835396
1470	0.05757740161
1471	0.05757565621
1472	0.05757469299
1473	0.05757313637
1474	0.05757185573
1475	0.0575705252
1476	0.0575695605
1477	0.05756887741
1478	0.05756754038
1479	0.05756616544
1480	0.05756478286
1481	0.05756405924
1482	0.05756278343
1483	0.05756086448
1484	0.0575592872
1485	0.0575571317
1486	0.05755633603
1487	0.05755448146
1488	0.05755331199
1489	0.05755221716
1490	0.05755059007
1491	0.05754934129
1492	0.05754811398
1493	0.05754691396
1494	0.0575458143
1495	0.05754393001
1496	0.05754261378
1497	0.05754086116
1498	0.05753945287
1499	0.05753791858
